_id,hodnota,pohlavi_kod,vek_txt,vuzemi_txt
6181b1b8973323caadff671c,3100,Z,70-75,Havlíčkův Brod
6181b1b8973323caadff671d,3618,Z,70-75,Jihlava
6181b1b8973323caadff671e,3459,Z,70-75,Třebíč
6181b1b8973323caadff671f,12538,Z,70-75,Brno-město
6181b1b8973323caadff6720,3871,Z,70-75,Břeclav
6181b1b8973323caadff6721,4970,Z,70-75,Hodonín
6181b1b8973323caadff6722,3758,Z,70-75,Znojmo
6181b1b8973323caadff6723,7550,Z,70-75,Olomouc
6181b1b8973323caadff6724,3650,Z,70-75,Prostějov
6181b1b8973323caadff6725,4303,Z,70-75,Přerov
6181b1b8973323caadff6726,4341,Z,70-75,Šumperk
6181b1b8973323caadff6727,3502,Z,70-75,Kroměříž
6181b1b8973323caadff6728,4590,Z,70-75,Uherské Hradiště
6181b1b8973323caadff6729,4688,Z,70-75,Vsetín
6181b1b8973323caadff672a,6165,Z,70-75,Zlín
6181b1b8973323caadff672b,6794,Z,70-75,Frýdek-Místek
6181b1b8973323caadff672c,8163,Z,70-75,Karviná
6181b1b8973323caadff672d,4902,Z,70-75,Nový Jičín
6181b1b8973323caadff672e,5527,Z,70-75,Opava
6181b1b8973323caadff672f,10514,Z,70-75,Ostrava-město
6181b1b8973323caadff6730,17230,Z,80-85,Hlavní město Praha
6181b1b8973323caadff6731,2161,Z,80-85,Kladno
6181b1b8973323caadff6732,1476,Z,80-85,Kolín
6181b1b8973323caadff6733,1607,Z,80-85,Mladá Boleslav
6181b1b8973323caadff6734,1724,Z,80-85,Příbram
6181b1b8973323caadff6735,2626,Z,80-85,České Budějovice
6181b1b8973323caadff6736,1177,Z,80-85,Písek
6181b1b8973323caadff6737,1618,Z,80-85,Tábor
6181b1b8973323caadff6738,3033,Z,80-85,Plzeň-město
6181b1b8973323caadff6739,1318,Z,80-85,Cheb
6181b1b8973323caadff673a,1914,Z,80-85,Karlovy Vary
6181b1b8973323caadff673b,1645,Z,80-85,Děčín
6181b1b8973323caadff673c,1557,Z,80-85,Chomutov
6181b1b8973323caadff673d,1570,Z,80-85,Litoměřice
6181b1b8973323caadff673e,1484,Z,80-85,Most
6181b1b8973323caadff673f,1723,Z,80-85,Teplice
6181b1b8973323caadff6740,1605,Z,80-85,Ústí nad Labem
6181b1b8973323caadff6741,1268,Z,80-85,Česká Lípa
6181b1b8973323caadff6742,1266,Z,80-85,Jablonec nad Nisou
6181b1b8973323caadff6743,2314,Z,80-85,Liberec
6181b1b8973323caadff6744,2726,Z,80-85,Hradec Králové
6181b1b8973323caadff6745,1747,Z,80-85,Trutnov
6181b1b8973323caadff6746,1617,Z,80-85,Chrudim
6181b1b8973323caadff6747,2735,Z,80-85,Pardubice
6181b1b8973323caadff6748,1553,Z,80-85,Havlíčkův Brod
6181b1b8973323caadff6749,1715,Z,80-85,Jihlava
6181b1b8973323caadff674a,1699,Z,80-85,Třebíč
6181b1b8973323caadff674b,6209,Z,80-85,Brno-město
6181b1b8973323caadff674c,1702,Z,80-85,Břeclav
6181b1b8973323caadff674d,2511,Z,80-85,Hodonín
6181b1b8973323caadff674e,1574,Z,80-85,Znojmo
6181b1b8973323caadff674f,3535,Z,80-85,Olomouc
6181b1b8973323caadff6750,1721,Z,80-85,Prostějov
6181b1b8973323caadff6751,2174,Z,80-85,Přerov
6181b1b8973323caadff6752,1885,Z,80-85,Šumperk
6181b1b8973323caadff6753,1719,Z,80-85,Kroměříž
6181b1b8973323caadff6754,2474,Z,80-85,Uherské Hradiště
6181b1b8973323caadff6755,2305,Z,80-85,Vsetín
6181b1b8973323caadff6756,3263,Z,80-85,Zlín
6181b1b8973323caadff6757,2983,Z,80-85,Frýdek-Místek
6181b1b8973323caadff6758,3941,Z,80-85,Karviná
6181b1b8973323caadff6759,2167,Z,80-85,Nový Jičín
6181b1b8973323caadff675a,2859,Z,80-85,Opava
6181b1b8973323caadff675b,5033,Z,80-85,Ostrava-město
6181b1b8973323caadff675c,1362,Z,95+,Hlavní město Praha
6181b1b8973323caadff675d,95,Z,95+,Kladno
6181b1b8973323caadff675e,101,Z,95+,Kolín
6181b1b8973323caadff675f,94,Z,95+,Mladá Boleslav
6181b1b8973323caadff6760,73,Z,95+,Příbram
6181b1b8973323caadff6761,159,Z,95+,České Budějovice
6181b1b8973323caadff6762,61,Z,95+,Písek
6181b1b8973323caadff6763,73,Z,95+,Tábor
6181b1b8973323caadff6764,138,Z,95+,Plzeň-město
6181b1b8973323caadff6765,73,Z,95+,Cheb
6181b1b8973323caadff6766,87,Z,95+,Karlovy Vary
6181b1b8973323caadff6767,104,Z,95+,Děčín
6181b1b8973323caadff6768,71,Z,95+,Chomutov
6181b1b8973323caadff6769,71,Z,95+,Litoměřice
6181b1b8973323caadff676a,99,Z,95+,Ústí nad Labem
6181b1b8973323caadff676b,67,Z,95+,Most
6181b1b8973323caadff676c,60,Z,95+,Teplice
6181b1b8973323caadff676d,62,Z,95+,Česká Lípa
6181b1b8973323caadff676e,94,Z,95+,Jablonec nad Nisou
6181b1b8973323caadff676f,134,Z,95+,Liberec
6181b1b8973323caadff6770,146,Z,95+,Hradec Králové
6181b1b8973323caadff6771,98,Z,95+,Trutnov
6181b1b8973323caadff6772,79,Z,95+,Chrudim
6181b1b8973323caadff6773,146,Z,95+,Pardubice
6181b1b8973323caadff6774,57,Z,95+,Havlíčkův Brod
6181b1b8973323caadff6775,78,Z,95+,Jihlava
6181b1b8973323caadff6776,93,Z,95+,Třebíč
6181b1b8973323caadff6777,482,Z,95+,Brno-město
6181b1b8973323caadff6778,97,Z,95+,Břeclav
6181b1b8973323caadff6779,129,Z,95+,Hodonín
6181b1b8973323caadff677a,107,Z,95+,Znojmo
6181b1b8973323caadff677b,208,Z,95+,Olomouc
6181b1b8973323caadff677c,106,Z,95+,Prostějov
6181b1b8973323caadff677d,103,Z,95+,Přerov
6181b1b8973323caadff677e,92,Z,95+,Šumperk
6181b1b8973323caadff677f,105,Z,95+,Kroměříž
6181b1b8973323caadff6780,125,Z,95+,Uherské Hradiště
6181b1b8973323caadff6781,95,Z,95+,Vsetín
6181b1b8973323caadff6782,154,Z,95+,Zlín
6181b1b8973323caadff6783,184,Z,95+,Frýdek-Místek
6181b1b8973323caadff6784,163,Z,95+,Karviná
6181b1b8973323caadff6785,113,Z,95+,Nový Jičín
6181b1b8973323caadff6786,138,Z,95+,Opava
6181b1b8973323caadff6787,231,Z,95+,Ostrava-město
6181b1b8973323caadff6788,70926,,70-75,Hlavní město Praha
6181b1b8973323caadff6789,9475,,70-75,Kladno
6181b1b8973323caadff678a,5837,,70-75,Kolín
6181b1b8973323caadff678b,7063,,70-75,Mladá Boleslav
6181b1b8973323caadff678c,7065,,70-75,Příbram
6181b1b8973323caadff678d,10912,,70-75,České Budějovice
6181b1b8973323caadff678e,4555,,70-75,Písek
6181b1b8973323caadff678f,6336,,70-75,Tábor
6181b1b8973323caadff6790,10968,,70-75,Plzeň-město
6181b1b8973323caadff6791,5654,,70-75,Cheb
6181b1b8973323caadff6792,7228,,70-75,Karlovy Vary
6181b1b8973323caadff6793,8874,,70-75,Děčín
6181b1b8973323caadff6794,7232,,70-75,Chomutov
6181b1b8973323caadff6795,7503,,70-75,Litoměřice
6181b1b8973323caadff6796,6580,,70-75,Most
6181b1b8973323caadff6797,8047,,70-75,Teplice
6181b1b8973323caadff6798,7714,,70-75,Ústí nad Labem
6181b1b8973323caadff6799,6527,,70-75,Česká Lípa
6181b1b8973323caadff679a,5969,,70-75,Jablonec nad Nisou
6181b1b8973323caadff679b,11064,,70-75,Liberec
6181b1b8973323caadff679c,10237,,70-75,Hradec Králové
6181b1b8973323caadff679d,7983,,70-75,Trutnov
6181b1b8973323caadff679e,6103,,70-75,Chrudim
6181b1b8973323caadff679f,9635,,70-75,Pardubice
6181b1b8973323caadff67a0,5718,,70-75,Havlíčkův Brod
6181b1b8973323caadff67a1,6587,,70-75,Jihlava
6181b1b8973323caadff67a2,6411,,70-75,Třebíč
6181b1b8973323caadff67a3,21314,,70-75,Brno-město
6181b1b8973323caadff67a4,6896,,70-75,Břeclav
6181b1b8973323caadff67a5,8903,,70-75,Hodonín
6181b1b8973323caadff67a6,6939,,70-75,Znojmo
6181b1b8973323caadff67a7,13400,,70-75,Olomouc
6181b1b8973323caadff67a8,6415,,70-75,Prostějov
6181b1b8973323caadff67a9,7535,,70-75,Přerov
6181b1b8973323caadff67aa,7837,,70-75,Šumperk
6181b1b8973323caadff67ab,6323,,70-75,Kroměříž
6181b1b8973323caadff67ac,8154,,70-75,Uherské Hradiště
6181b1b8973323caadff67ad,8208,,70-75,Vsetín
6181b1b8973323caadff67ae,10923,,70-75,Zlín
6181b1b8973323caadff67af,12036,,70-75,Frýdek-Místek
6181b1b8973323caadff67b0,13981,,70-75,Karviná
6181b1b8973323caadff67b1,8716,,70-75,Nový Jičín
6181b1b8973323caadff67b2,9754,,70-75,Opava
6181b1b8973323caadff67b3,17964,,70-75,Ostrava-město
6181b1b8973323caadff67b4,7974,,90-95,Hlavní město Praha
6181b1b8973323caadff67b5,712,,90-95,Kladno
6181b1b8973323caadff67b6,502,,90-95,Kolín
6181b1b8973323caadff67b7,588,,90-95,Mladá Boleslav
6181b1b8973323caadff67b8,593,,90-95,Příbram
6181b1b8973323caadff67b9,979,,90-95,České Budějovice
6181b1b8973323caadff67ba,444,,90-95,Písek
6181b1b8973323caadff67bb,601,,90-95,Tábor
6181b1b8973323caadff67bc,1109,,90-95,Plzeň-město
6181b1b8973323caadff67bd,373,,90-95,Cheb
6181b1b8973323caadff67be,581,,90-95,Karlovy Vary
6181b1b8973323caadff67bf,526,,90-95,Děčín
6181b1b8973323caadff67c0,374,,90-95,Chomutov
6181b1b8973323caadff67c1,479,,90-95,Litoměřice
6181b1b8973323caadff67c2,383,,90-95,Most
6181b1b8973323caadff67c3,473,,90-95,Teplice
6181b1b8973323caadff67c4,511,,90-95,Ústí nad Labem
6181b1b8973323caadff67c5,335,,90-95,Česká Lípa
6181b1b8973323caadff67c6,445,,90-95,Jablonec nad Nisou
6181b1b8973323caadff67c7,825,,90-95,Liberec
6181b1b8973323caadff67c8,1021,,90-95,Hradec Králové
6181b1b8973323caadff67c9,626,,90-95,Trutnov
6181b1b8973323caadff67ca,488,,90-95,Chrudim
6181b1b8973323caadff67cb,1063,,90-95,Pardubice
6181b1b8973323caadff67cc,481,,90-95,Havlíčkův Brod
6181b1b8973323caadff67cd,591,,90-95,Jihlava
6181b1b8973323caadff67ce,664,,90-95,Třebíč
6181b1b8973323caadff67cf,2744,,90-95,Brno-město
6181b1b8973323caadff67d0,541,,90-95,Břeclav
6181b1b8973323caadff67d1,809,,90-95,Hodonín
6181b1b8973323caadff67d2,521,,90-95,Znojmo
6181b1b8973323caadff67d3,1240,,90-95,Olomouc
6181b1b8973323caadff67d4,611,,90-95,Prostějov
6181b1b8973323caadff67d5,703,,90-95,Přerov
6181b1b8973323caadff67d6,602,,90-95,Šumperk
6181b1b8973323caadff67d7,589,,90-95,Kroměříž
6181b1b8973323caadff67d8,795,,90-95,Uherské Hradiště
6181b1b8973323caadff67d9,729,,90-95,Vsetín
6181b1b8973323caadff67da,1049,,90-95,Zlín
6181b1b8973323caadff67db,1011,,90-95,Frýdek-Místek
6181b1b8973323caadff67dc,1061,,90-95,Karviná
6181b1b8973323caadff67dd,645,,90-95,Nový Jičín
6181b1b8973323caadff67de,775,,90-95,Opava
6181b1b8973323caadff67df,1601,,90-95,Ostrava-město
6181b1b8973323caadff67e0,35065,M,10-15,Hlavní město Praha
6181b1b8973323caadff67e1,5010,M,10-15,Kladno
6181b1b8973323caadff67e2,3072,M,10-15,Kolín
6181b1b8973323caadff67e3,3945,M,10-15,Mladá Boleslav
6181b1b8973323caadff67e4,3180,M,10-15,Příbram
6181b1b8973323caadff67e5,5588,M,10-15,České Budějovice
6181b1b8973323caadff67e6,1963,M,10-15,Písek
6181b1b8973323caadff67e7,2880,M,10-15,Tábor
6181b1b8973323caadff67e8,5170,M,10-15,Plzeň-město
6181b1b8973323caadff67e9,2838,M,10-15,Cheb
6181b1b8973323caadff67ea,3155,M,10-15,Karlovy Vary
6181b1b8973323caadff67eb,3987,M,10-15,Děčín
6181b1b8973323caadff67ec,3675,M,10-15,Chomutov
6181b1b8973323caadff67ed,3588,M,10-15,Litoměřice
6181b1b8973323caadff67ee,9518,M,10-15,Brno-město
6181b1b8973323caadff67ef,3410,M,10-15,Most
6181b1b8973323caadff67f0,3942,M,10-15,Teplice
6181b1b8973323caadff67f1,3594,M,10-15,Ústí nad Labem
6181b1b8973323caadff67f2,3088,M,10-15,Česká Lípa
6181b1b8973323caadff67f3,2667,M,10-15,Jablonec nad Nisou
6181b1b8973323caadff67f4,5306,M,10-15,Liberec
6181b1b8973323caadff67f5,4600,M,10-15,Hradec Králové
6181b1b8973323caadff67f6,3376,M,10-15,Trutnov
6181b1b8973323caadff67f7,2878,M,10-15,Chrudim
6181b1b8973323caadff67f8,4973,M,10-15,Pardubice
6181b1b8973323caadff67f9,2601,M,10-15,Havlíčkův Brod
6181b1b8973323caadff67fa,3299,M,10-15,Jihlava
6181b1b8973323caadff67fb,2919,M,10-15,Třebíč
6181b1b8973323caadff67fc,3060,M,10-15,Břeclav
6181b1b8973323caadff67fd,3938,M,10-15,Hodonín
6181b1b8973323caadff67fe,3256,M,10-15,Znojmo
6181b1b8973323caadff67ff,6697,M,10-15,Olomouc
6181b1b8973323caadff6800,3136,M,10-15,Prostějov
6181b1b8973323caadff6801,3544,M,10-15,Přerov
6181b1b8973323caadff6802,3391,M,10-15,Šumperk
6181b1b8973323caadff6803,2877,M,10-15,Kroměříž
6181b1b8973323caadff6804,3767,M,10-15,Uherské Hradiště
6181b1b8973323caadff6805,4034,M,10-15,Vsetín
6181b1b8973323caadff6806,5280,M,10-15,Zlín
6181b1b8973323caadff6807,6184,M,10-15,Frýdek-Místek
6181b1b8973323caadff6808,6509,M,10-15,Karviná
6181b1b8973323caadff6809,4349,M,10-15,Nový Jičín
6181b1b8973323caadff680a,5080,M,10-15,Opava
6181b1b8973323caadff680b,8674,M,10-15,Ostrava-město
6181b1b8973323caadff680c,30390,M,70-75,Hlavní město Praha
6181b1b8973323caadff680d,4465,M,70-75,Hradec Králové
6181b1b8973323caadff680e,3486,M,70-75,Trutnov
6181b1b8973323caadff680f,2803,M,70-75,Chrudim
6181b1b8973323caadff6810,4263,M,70-75,Pardubice
6181b1b8973323caadff6811,2618,M,70-75,Havlíčkův Brod
6181b1b8973323caadff6812,2969,M,70-75,Jihlava
6181b1b8973323caadff6813,2952,M,70-75,Třebíč
6181b1b8973323caadff6814,8776,M,70-75,Brno-město
6181b1b8973323caadff6815,4139,M,70-75,Kladno
6181b1b8973323caadff6816,2564,M,70-75,Kolín
6181b1b8973323caadff6817,3193,M,70-75,Mladá Boleslav
6181b1b8973323caadff6818,3229,M,70-75,Příbram
6181b1b8973323caadff6819,4921,M,70-75,České Budějovice
6181b1b8973323caadff681a,2148,M,70-75,Písek
6181b1b8973323caadff681b,2905,M,70-75,Tábor
6181b1b8973323caadff681c,4702,M,70-75,Plzeň-město
6181b1b8973323caadff681d,2519,M,70-75,Cheb
6181b1b8973323caadff681e,3156,M,70-75,Karlovy Vary
6181b1b8973323caadff681f,3974,M,70-75,Děčín
6181b1b8973323caadff6820,3214,M,70-75,Chomutov
6181b1b8973323caadff6821,3312,M,70-75,Litoměřice
6181b1b8973323caadff6822,2790,M,70-75,Most
6181b1b8973323caadff6823,3527,M,70-75,Teplice
6181b1b8973323caadff6824,3382,M,70-75,Ústí nad Labem
6181b1b8973323caadff6825,2902,M,70-75,Česká Lípa
6181b1b8973323caadff6826,2621,M,70-75,Jablonec nad Nisou
6181b1b8973323caadff6827,4869,M,70-75,Liberec
6181b1b8973323caadff6828,3025,M,70-75,Břeclav
6181b1b8973323caadff6829,3933,M,70-75,Hodonín
6181b1b8973323caadff682a,3181,M,70-75,Znojmo
6181b1b8973323caadff682b,5850,M,70-75,Olomouc
6181b1b8973323caadff682c,2765,M,70-75,Prostějov
6181b1b8973323caadff682d,3232,M,70-75,Přerov
6181b1b8973323caadff682e,3496,M,70-75,Šumperk
6181b1b8973323caadff682f,2821,M,70-75,Kroměříž
6181b1b8973323caadff6830,3564,M,70-75,Uherské Hradiště
6181b1b8973323caadff6831,3520,M,70-75,Vsetín
6181b1b8973323caadff6832,4758,M,70-75,Zlín
6181b1b8973323caadff6833,5242,M,70-75,Frýdek-Místek
6181b1b8973323caadff6834,5818,M,70-75,Karviná
6181b1b8973323caadff6835,3814,M,70-75,Nový Jičín
6181b1b8973323caadff6836,4227,M,70-75,Opava
6181b1b8973323caadff6837,7450,M,70-75,Ostrava-město
6181b1b8973323caadff6838,2055,M,75-80,Trutnov
6181b1b8973323caadff6839,2722,M,75-80,Liberec
6181b1b8973323caadff683a,3016,M,75-80,Hradec Králové
6181b1b8973323caadff683b,1682,M,75-80,Chrudim
6181b1b8973323caadff683c,2792,M,75-80,Pardubice
6181b1b8973323caadff683d,1606,M,75-80,Havlíčkův Brod
6181b1b8973323caadff683e,1714,M,75-80,Jihlava
6181b1b8973323caadff683f,1751,M,75-80,Třebíč
6181b1b8973323caadff6840,6846,M,75-80,Brno-město
6181b1b8973323caadff6841,1796,M,75-80,Břeclav
6181b1b8973323caadff6842,2423,M,75-80,Hodonín
6181b1b8973323caadff6843,1702,M,75-80,Znojmo
6181b1b8973323caadff6844,3555,M,75-80,Olomouc
6181b1b8973323caadff6845,1833,M,75-80,Prostějov
6181b1b8973323caadff6846,2229,M,75-80,Přerov
6181b1b8973323caadff6847,1857,M,75-80,Šumperk
6181b1b8973323caadff6848,1626,M,75-80,Kroměříž
6181b1b8973323caadff6849,2249,M,75-80,Uherské Hradiště
6181b1b8973323caadff684a,2325,M,75-80,Vsetín
6181b1b8973323caadff684b,3014,M,75-80,Zlín
6181b1b8973323caadff684c,3254,M,75-80,Frýdek-Místek
6181b1b8973323caadff684d,3983,M,75-80,Karviná
6181b1b8973323caadff684e,2346,M,75-80,Nový Jičín
6181b1b8973323caadff684f,2404,M,75-80,Opava
6181b1b8973323caadff6850,5084,M,75-80,Ostrava-město
6181b1b8973323caadff6851,21592,M,75-80,Hlavní město Praha
6181b1b8973323caadff6852,2571,M,75-80,Kladno
6181b1b8973323caadff6853,1606,M,75-80,Kolín
6181b1b8973323caadff6854,1865,M,75-80,Mladá Boleslav
6181b1b8973323caadff6855,1800,M,75-80,Příbram
6181b1b8973323caadff6856,3105,M,75-80,České Budějovice
6181b1b8973323caadff6857,1238,M,75-80,Písek
6181b1b8973323caadff6858,1724,M,75-80,Tábor
6181b1b8973323caadff6859,3563,M,75-80,Plzeň-město
6181b1b8973323caadff685a,1389,M,75-80,Cheb
6181b1b8973323caadff685b,1900,M,75-80,Karlovy Vary
6181b1b8973323caadff685c,2093,M,75-80,Děčín
6181b1b8973323caadff685d,1618,M,75-80,Chomutov
6181b1b8973323caadff685e,1871,M,75-80,Litoměřice
6181b1b8973323caadff685f,1612,M,75-80,Most
6181b1b8973323caadff6860,1971,M,75-80,Teplice
6181b1b8973323caadff6861,1788,M,75-80,Ústí nad Labem
6181b1b8973323caadff6862,1406,M,75-80,Česká Lípa
6181b1b8973323caadff6863,1495,M,75-80,Jablonec nad Nisou
6181b1b8973323caadff6864,27856,,80-85,Hlavní město Praha
6181b1b8973323caadff6865,3509,,80-85,Kladno
6181b1b8973323caadff6866,2337,,80-85,Kolín
6181b1b8973323caadff6867,2593,,80-85,Mladá Boleslav
6181b1b8973323caadff6868,9972,,80-85,Brno-město
6181b1b8973323caadff6869,2606,,80-85,Břeclav
6181b1b8973323caadff686a,3843,,80-85,Hodonín
6181b1b8973323caadff686b,2462,,80-85,Znojmo
6181b1b8973323caadff686c,5571,,80-85,Olomouc
6181b1b8973323caadff686d,2638,,80-85,Prostějov
6181b1b8973323caadff686e,3407,,80-85,Přerov
6181b1b8973323caadff686f,3003,,80-85,Šumperk
6181b1b8973323caadff6870,2609,,80-85,Kroměříž
6181b1b8973323caadff6871,3822,,80-85,Uherské Hradiště
6181b1b8973323caadff6872,3575,,80-85,Vsetín
6181b1b8973323caadff6873,5059,,80-85,Zlín
6181b1b8973323caadff6874,4876,,80-85,Frýdek-Místek
6181b1b8973323caadff6875,6189,,80-85,Karviná
6181b1b8973323caadff6876,3393,,80-85,Nový Jičín
6181b1b8973323caadff6877,4492,,80-85,Opava
6181b1b8973323caadff6878,7891,,80-85,Ostrava-město
6181b1b8973323caadff6879,2652,,80-85,Příbram
6181b1b8973323caadff687a,4191,,80-85,České Budějovice
6181b1b8973323caadff687b,1901,,80-85,Písek
6181b1b8973323caadff687c,2578,,80-85,Tábor
6181b1b8973323caadff687d,5043,,80-85,Plzeň-město
6181b1b8973323caadff687e,2081,,80-85,Cheb
6181b1b8973323caadff687f,2967,,80-85,Karlovy Vary
6181b1b8973323caadff6880,2578,,80-85,Děčín
6181b1b8973323caadff6881,2442,,80-85,Chomutov
6181b1b8973323caadff6882,2475,,80-85,Litoměřice
6181b1b8973323caadff6883,2358,,80-85,Most
6181b1b8973323caadff6884,2697,,80-85,Teplice
6181b1b8973323caadff6885,2548,,80-85,Ústí nad Labem
6181b1b8973323caadff6886,2029,,80-85,Česká Lípa
6181b1b8973323caadff6887,2010,,80-85,Jablonec nad Nisou
6181b1b8973323caadff6888,3620,,80-85,Liberec
6181b1b8973323caadff6889,4358,,80-85,Hradec Králové
6181b1b8973323caadff688a,2735,,80-85,Trutnov
6181b1b8973323caadff688b,2586,,80-85,Chrudim
6181b1b8973323caadff688c,4324,,80-85,Pardubice
6181b1b8973323caadff688d,2389,,80-85,Havlíčkův Brod
6181b1b8973323caadff688e,2706,,80-85,Jihlava
6181b1b8973323caadff688f,2733,,80-85,Třebíč
6181b1b8973323caadff6890,10626,M,80-85,Hlavní město Praha
6181b1b8973323caadff6891,1348,M,80-85,Kladno
6181b1b8973323caadff6892,861,M,80-85,Kolín
6181b1b8973323caadff6893,986,M,80-85,Mladá Boleslav
6181b1b8973323caadff6894,928,M,80-85,Příbram
6181b1b8973323caadff6895,1565,M,80-85,České Budějovice
6181b1b8973323caadff6896,724,M,80-85,Písek
6181b1b8973323caadff6897,960,M,80-85,Tábor
6181b1b8973323caadff6898,763,M,80-85,Cheb
6181b1b8973323caadff6899,2010,M,80-85,Plzeň-město
6181b1b8973323caadff689a,1053,M,80-85,Karlovy Vary
6181b1b8973323caadff689b,933,M,80-85,Děčín
6181b1b8973323caadff689c,885,M,80-85,Chomutov
6181b1b8973323caadff689d,905,M,80-85,Litoměřice
6181b1b8973323caadff689e,874,M,80-85,Most
6181b1b8973323caadff689f,974,M,80-85,Teplice
6181b1b8973323caadff68a0,943,M,80-85,Ústí nad Labem
6181b1b8973323caadff68a1,761,M,80-85,Česká Lípa
6181b1b8973323caadff68a2,744,M,80-85,Jablonec nad Nisou
6181b1b8973323caadff68a3,1306,M,80-85,Liberec
6181b1b8973323caadff68a4,1632,M,80-85,Hradec Králové
6181b1b8973323caadff68a5,988,M,80-85,Trutnov
6181b1b8973323caadff68a6,969,M,80-85,Chrudim
6181b1b8973323caadff68a7,1589,M,80-85,Pardubice
6181b1b8973323caadff68a8,836,M,80-85,Havlíčkův Brod
6181b1b8973323caadff68a9,991,M,80-85,Jihlava
6181b1b8973323caadff68aa,1034,M,80-85,Třebíč
6181b1b8973323caadff68ab,3763,M,80-85,Brno-město
6181b1b8973323caadff68ac,904,M,80-85,Břeclav
6181b1b8973323caadff68ad,1332,M,80-85,Hodonín
6181b1b8973323caadff68ae,888,M,80-85,Znojmo
6181b1b8973323caadff68af,2036,M,80-85,Olomouc
6181b1b8973323caadff68b0,917,M,80-85,Prostějov
6181b1b8973323caadff68b1,1233,M,80-85,Přerov
6181b1b8973323caadff68b2,1118,M,80-85,Šumperk
6181b1b8973323caadff68b3,890,M,80-85,Kroměříž
6181b1b8973323caadff68b4,1348,M,80-85,Uherské Hradiště
6181b1b8973323caadff68b5,1270,M,80-85,Vsetín
6181b1b8973323caadff68b6,1796,M,80-85,Zlín
6181b1b8973323caadff68b7,1893,M,80-85,Frýdek-Místek
6181b1b8973323caadff68b8,2248,M,80-85,Karviná
6181b1b8973323caadff68b9,1226,M,80-85,Nový Jičín
6181b1b8973323caadff68ba,1633,M,80-85,Opava
6181b1b8973323caadff68bb,2858,M,80-85,Ostrava-město
6181b1b8973323caadff68bc,33465,M,65-70,Hlavní město Praha
6181b1b8973323caadff68bd,4689,M,65-70,Kladno
6181b1b8973323caadff68be,2925,M,65-70,Kolín
6181b1b8973323caadff68bf,3833,M,65-70,Mladá Boleslav
6181b1b8973323caadff68c0,3622,M,65-70,Příbram
6181b1b8973323caadff68c1,5807,M,65-70,České Budějovice
6181b1b8973323caadff68c2,2417,M,65-70,Písek
6181b1b8973323caadff68c3,3335,M,65-70,Tábor
6181b1b8973323caadff68c4,5682,M,65-70,Plzeň-město
6181b1b8973323caadff68c5,2917,M,65-70,Cheb
6181b1b8973323caadff68c6,3726,M,65-70,Karlovy Vary
6181b1b8973323caadff68c7,4014,M,65-70,Děčín
6181b1b8973323caadff68c8,3664,M,65-70,Chomutov
6181b1b8973323caadff68c9,3737,M,65-70,Litoměřice
6181b1b8973323caadff68ca,3205,M,65-70,Most
6181b1b8973323caadff68cb,3707,M,65-70,Teplice
6181b1b8973323caadff68cc,3327,M,65-70,Ústí nad Labem
6181b1b8973323caadff68cd,3060,M,65-70,Česká Lípa
6181b1b8973323caadff68ce,2741,M,65-70,Jablonec nad Nisou
6181b1b8973323caadff68cf,5041,M,65-70,Liberec
6181b1b8973323caadff68d0,5013,M,65-70,Hradec Králové
6181b1b8973323caadff68d1,3733,M,65-70,Trutnov
6181b1b8973323caadff68d2,3391,M,65-70,Chrudim
6181b1b8973323caadff68d3,5178,M,65-70,Pardubice
6181b1b8973323caadff68d4,3129,M,65-70,Havlíčkův Brod
6181b1b8973323caadff68d5,3317,M,65-70,Jihlava
6181b1b8973323caadff68d6,3487,M,65-70,Třebíč
6181b1b8973323caadff68d7,10132,M,65-70,Brno-město
6181b1b8973323caadff68d8,3614,M,65-70,Břeclav
6181b1b8973323caadff68d9,4845,M,65-70,Hodonín
6181b1b8973323caadff68da,3590,M,65-70,Znojmo
6181b1b8973323caadff68db,6992,M,65-70,Olomouc
6181b1b8973323caadff68dc,3282,M,65-70,Prostějov
6181b1b8973323caadff68dd,3942,M,65-70,Přerov
6181b1b8973323caadff68de,3816,M,65-70,Šumperk
6181b1b8973323caadff68df,3333,M,65-70,Kroměříž
6181b1b8973323caadff68e0,4247,M,65-70,Uherské Hradiště
6181b1b8973323caadff68e1,4103,M,65-70,Vsetín
6181b1b8973323caadff68e2,5830,M,65-70,Zlín
6181b1b8973323caadff68e3,6290,M,65-70,Frýdek-Místek
6181b1b8973323caadff68e4,7033,M,65-70,Karviná
6181b1b8973323caadff68e5,4353,M,65-70,Nový Jičín
6181b1b8973323caadff68e6,5371,M,65-70,Opava
6181b1b8973323caadff68e7,8866,M,65-70,Ostrava-město
6181b1b8973323caadff68e8,40617,Z,65-70,Hlavní město Praha
6181b1b8973323caadff68e9,5423,Z,65-70,Kladno
6181b1b8973323caadff68ea,3402,Z,65-70,Kolín
6181b1b8973323caadff68eb,4150,Z,65-70,Mladá Boleslav
6181b1b8973323caadff68ec,4099,Z,65-70,Příbram
6181b1b8973323caadff68ed,6398,Z,65-70,České Budějovice
6181b1b8973323caadff68ee,2520,Z,65-70,Písek
6181b1b8973323caadff68ef,3688,Z,65-70,Tábor
6181b1b8973323caadff68f0,6455,Z,65-70,Plzeň-město
6181b1b8973323caadff68f1,3233,Z,65-70,Cheb
